"","MonitoringLocationIdentifier","LatitudeMeasure","LongitudeMeasure","ActivityStartDate","OrganizationIdentifier","11Cl-PF3OUdS","3:3 FTCA","4:2 FTS","6:2 FTS","8:2 FTS","9Cl-PF3ONS","ADONA","HFPO-DA","MeFOSAA","NFDHA","PFDA","PFDoA","PFEESA","PFHpA","PFHpS","PFHxS","PFMBA","PFMPA","PFNA","PFNS","PFOA","PFOSA","PFPeA","PFTrDA","PFUnA","5:3 FTCA","7:3 FTCA","N-EtFOSA","N-MeFOSA","PFHxA","N-EtFOSE","PFBA","PFBS","PFOS"
"201","21NYDECA_WQX-3664","42.619495","-73.758796","2021-08-16","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,2.4,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"202","21NYDECA_WQX-3736","42.41278","-74.03584","2022-07-20","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0.267,0,0,0.306,0,0.847,0.325,0.539,0,0,0,0,0,0,NA,NA,NA,NA,NA
"203","21NYDECA_WQX-375","43.095496","-78.638021","2021-04-14","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"204","21NYDECA_WQX-375","43.095496","-78.638021","2021-08-26","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,1.9,NA,NA,NA,NA
"205","21NYDECA_WQX-3793","42.25639","-73.90471","2022-07-21","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.638,0,0.657,0,0,0.193,0,1.21,0.155,1.15,0,0,0,0,0,0,0.993,NA,NA,NA,NA
"206","21NYDECA_WQX-3818","42.3905","-73.80139","2022-07-20","21NYDECA_WQX",0,0,0,1.74,0,0,0,0,0,0,0.171,0,0,0.886,0,0.385,0,0,0.433,0,1.58,0.175,2.52,0,0,0,0,0,0,2.24,NA,NA,NA,NA
"207","21NYDECA_WQX-3974","41.438813","-74.418355","2022-07-20","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0.236,0,0,2.58,0,1.41,0,0,1.16,0,4.25,0.289,5.05,0,0,0,0,0,0,4.7,NA,NA,NA,NA
"208","21NYDECA_WQX-3998","41.33306","-73.76472","2022-07-20","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0.642,0,0,4.05,0.148,1.86,0,0,1.07,0,9.68,0.249,8.72,0,0,0,0,0,0,8.17,NA,NA,NA,NA
"209","21NYDECA_WQX-4087","41.687831","-74.1657","2021-04-12","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,1.8,0,0,NA,NA,NA,NA,2.3,NA,NA,NA,NA
"210","21NYDECA_WQX-4087","41.687831","-74.1657","2021-08-17","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,1.7,0,0,NA,NA,0,NA,3.8,0,9.4,0,0,NA,NA,NA,NA,5.5,NA,NA,NA,NA
"211","21NYDECA_WQX-4117","41.783264","-73.744283","2022-07-21","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,0,0.342,0,0,0.371,0,1.37,1.49,1.77,0,0,0,0,0,0,1.47,NA,NA,NA,NA
"212","21NYDECA_WQX-4155","41.708764","-73.933888","2022-07-21","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0.524,0,0,2.74,0.174,1.73,0,0,1.51,0,9.96,0.633,5.11,0,0.235,0,0,0,0,4.64,NA,NA,NA,NA
"213","21NYDECA_WQX-4259","41.846178","-74.074282","2021-04-12","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"214","21NYDECA_WQX-4259","41.846178","-74.074282","2021-08-17","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"215","21NYDECA_WQX-4261","41.796212","-74.21083","2022-07-20","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0,0.191,0,0,0,0,0.471,0.249,0.311,0,0,0,0,0,0,NA,NA,NA,NA,NA
"216","21NYDECA_WQX-427","42.15716","-78.71793","2021-04-12","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"217","21NYDECA_WQX-427","42.15716","-78.71793","2021-08-16","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"218","21NYDECA_WQX-4345","41.242193","-74.025626","2022-07-20","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0,0.257,0,0.903,0.145,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"219","21NYDECA_WQX-4370","41.628","-74.331","2022-07-21","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,0.19,0,0,0.212,0,0.817,0.148,0.431,0,0,0,0,0,0,NA,NA,NA,NA,NA
"220","21NYDECA_WQX-4447","42.29951519","-75.7466886","2023-08-16","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,4.4,1.1,0,0,0,0,0,0,0,NA,NA,NA,NA
"221","21NYDECA_WQX-4548","42.444741","-77.100706","2022-08-02","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.806,0,0.247,0,0,0.291,0,1.07,1.34,0.71,0,0,0,0,0,0,0.75,NA,NA,NA,NA
"222","21NYDECA_WQX-458","42.11245","-79.20303","2021-04-12","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"223","21NYDECA_WQX-458","42.11245","-79.20303","2021-08-16","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,2,0,2.3,0,0,NA,NA,NA,NA,1.9,NA,NA,NA,NA
"224","21NYDECA_WQX-4720","42.76981384","-76.0758776","2023-08-31","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"225","21NYDECA_WQX-4744","42.35234","-75.79894","2023-08-16","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"226","21NYDECA_WQX-4890","42.82350276","-75.71544084","2023-08-30","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"227","21NYDECA_WQX-5050","42.37144","-76.73452","2023-07-19","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"228","21NYDECA_WQX-5296","42.50716","-74.982333","2023-08-15","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"229","21NYDECA_WQX-5311","42.62427783","-75.36353552","2023-08-31","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"230","21NYDECA_WQX-5589","42.09853613","-75.73777557","2023-07-18","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.6,2.1,0,0,0,0,0,0,0,0.7,NA,NA,NA,NA
"231","21NYDECA_WQX-601","43.485876","-76.456671","2021-04-20","21NYDECA_WQX",NA,NA,NA,4.8,0,NA,NA,NA,0,NA,0,0,NA,2,0,0,NA,NA,0,NA,2.9,0,4,0,0,NA,NA,NA,NA,3.1,NA,NA,NA,NA
"232","21NYDECA_WQX-601","43.485876","-76.456671","2021-08-25","21NYDECA_WQX",NA,NA,NA,13,0,NA,NA,NA,0,NA,0,0,NA,4.6,0,1.9,NA,NA,3.4,NA,7,0,12,0,0,NA,NA,NA,NA,8.4,NA,NA,NA,NA
"233","21NYDECA_WQX-602","43.486561","-76.449","2021-04-20","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"234","21NYDECA_WQX-602","43.486561","-76.449","2021-08-25","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,2.3,0,0,NA,NA,3.5,NA,4.1,0,3.3,0,0,NA,NA,NA,NA,2.5,NA,NA,NA,NA
"235","21NYDECA_WQX-634","43.254","-77.742","2021-04-13","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,2.5,0,3.2,0,0,NA,NA,NA,NA,2.8,NA,NA,NA,NA
"236","21NYDECA_WQX-634","43.254","-77.742","2021-08-16","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,1.8,0,0,NA,NA,0,NA,2.2,0,4.3,0,0,NA,NA,NA,NA,3.6,NA,NA,NA,NA
"237","21NYDECA_WQX-6484","42.68332788","-75.07395877","2023-07-20","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,1.4,1.1,0.92,0,0,0,0,0,0,0.86,NA,NA,NA,NA
"238","21NYDECA_WQX-6614","42.63562301","-74.69408607","2023-08-29","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,NA,NA,NA,NA
"239","21NYDECA_WQX-6631","42.78758568","-75.28691269","2023-08-29","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.95,0,0,0,0,0,0,0,0.72,NA,NA,NA,NA
"240","21NYDECA_WQX-6644","42.844144","-74.920908","2023-08-15","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"241","21NYDECA_WQX-666","43.53111","-76.03806","2021-04-12","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"242","21NYDECA_WQX-666","43.53111","-76.03806","2021-08-17","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"243","21NYDECA_WQX-671","43.561222","-76.118139","2021-04-20","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"244","21NYDECA_WQX-671","43.561222","-76.118139","2021-08-25","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"245","21NYDECA_WQX-672","43.55","-76.09444","2021-04-20","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"246","21NYDECA_WQX-672","43.55","-76.09444","2021-08-25","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"247","21NYDECA_WQX-6902","41.37194","-74.69695","2021-04-14","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"248","21NYDECA_WQX-6902","41.37194","-74.69695","2021-08-17","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"249","21NYDECA_WQX-728","43.27785","-78.71185","2021-04-14","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,1.8,0,0,NA,NA,0,NA,3.7,0,2.8,0,0,NA,NA,NA,NA,3.2,NA,NA,NA,NA
"250","21NYDECA_WQX-728","43.27785","-78.71185","2021-08-26","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,2.2,0,0,NA,NA,0,NA,5,0,7.7,0,0,NA,NA,NA,NA,7,NA,NA,NA,NA
"251","21NYDECA_WQX-7476","41.4422","-74.6002","2021-04-14","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"252","21NYDECA_WQX-7476","41.4422","-74.6002","2021-08-17","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"253","21NYDECA_WQX-77","43.065745","-78.99999","2021-04-27","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"254","21NYDECA_WQX-77","43.065745","-78.99999","2021-08-24","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,1.7,0,0,0,0,NA,NA,NA,NA,1.7,NA,NA,NA,NA
"255","21NYDECA_WQX-776","42.73598","-77.84183","2021-04-13","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"256","21NYDECA_WQX-776","42.73598","-77.84183","2021-08-16","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"257","21NYDECA_WQX-7774","42.08","-75.40138","2019-10-23","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"258","21NYDECA_WQX-7774","42.08","-75.40138","2021-04-14","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"259","21NYDECA_WQX-7774","42.08","-75.40138","2021-08-17","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"260","21NYDECA_WQX-78","43.064778","-78.988048","2021-04-27","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"261","21NYDECA_WQX-78","43.064778","-78.988048","2021-08-24","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,1.7,0,1.6,0,0,NA,NA,NA,NA,1.7,NA,NA,NA,NA
"262","21NYDECA_WQX-79","43.228233","-79.051793","2021-04-27","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"263","21NYDECA_WQX-79","43.228233","-79.051793","2021-08-24","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,1.6,0,0,0,0,NA,NA,NA,NA,1.7,NA,NA,NA,NA
"264","21NYDECA_WQX-823","42.11866","-77.94654","2021-04-13","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"265","21NYDECA_WQX-823","42.11866","-77.94654","2021-08-17","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,2.9,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"266","21NYDECA_WQX-8352","40.82763","-72.658648","2023-09-27","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,4.5,0,0,0,0,3.7,0,3.2,0,0,0,0,0,0,3,NA,NA,NA,NA
"267","21NYDECA_WQX-8359","41.04572","-73.709901","2021-04-21","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,2.7,0,0,NA,NA,0,NA,8.5,0,3.9,0,0,NA,NA,NA,NA,3.1,NA,NA,NA,NA
"268","21NYDECA_WQX-8359","41.04572","-73.709901","2021-08-24","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,3.3,0,0,NA,NA,0,NA,8.8,0,5.8,0,0,NA,NA,NA,NA,4.2,NA,NA,NA,NA
"269","21NYDECA_WQX-8363","40.95944","-73.821995","2023-09-26","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,2.4,0,0,0,0,5.7,0,5.3,0,0,0,0,0,0,4.5,NA,NA,NA,NA
"270","21NYDECA_WQX-8366","40.88","-73.8686","2019-10-23","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,3.4,0,3.3,NA,NA,0,NA,9.6,0,6,0,0,NA,NA,NA,NA,6.1,NA,NA,NA,NA
"271","21NYDECA_WQX-8366","40.88","-73.8686","2021-04-13","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,1.8,0,NA,5.2,0,4.7,NA,NA,2.3,NA,11,1.6,8.1,0,0,NA,NA,NA,NA,7.5,NA,NA,NA,NA
"272","21NYDECA_WQX-8366","40.88","-73.8686","2021-08-26","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,5.1,0,5.1,NA,NA,0,NA,16,0,11,0,0,NA,NA,NA,NA,8.9,NA,NA,NA,NA
"273","21NYDECA_WQX-84","43.214337","-79.053206","2021-04-27","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"274","21NYDECA_WQX-84","43.214337","-79.053206","2021-08-24","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,1.6,NA,NA,NA,NA
"275","21NYDECA_WQX-8498","40.83","-72.90694","2019-10-24","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,3.5,NA,NA,0,NA,3.1,0,3.7,0,0,NA,NA,NA,NA,3.9,NA,NA,NA,NA
"276","21NYDECA_WQX-8498","40.83","-72.90694","2021-04-12","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,3.1,NA,NA,0,NA,2.4,0,2.6,0,0,NA,NA,NA,NA,2.6,NA,NA,NA,NA
"277","21NYDECA_WQX-8498","40.83","-72.90694","2021-08-17","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,3.8,NA,NA,0,NA,2.7,0,3.4,0,0,NA,NA,NA,NA,3.4,NA,NA,NA,NA
"278","21NYDECA_WQX-8498","40.83","-72.90694","2023-09-27","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,3.2,0,0,0,0,2.3,0,3.3,0,0,0,0,0,0,2.5,NA,NA,NA,NA
"279","21NYDECA_WQX-8500","40.76306","-73.15167","2023-09-27","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0.68,0,0,3.2,0,4.8,0,0,0.87,0,11,0,8.3,0,0,0,0,0,0,8.1,NA,NA,NA,NA
"280","21NYDECA_WQX-8521","41.080496","-73.713759","2021-04-21","21NYDECA_WQX",NA,NA,NA,300,35,NA,NA,NA,0,NA,8.9,0,NA,160,44,820,NA,NA,170,NA,370,4.8,340,0,27,NA,NA,NA,NA,240,NA,NA,NA,NA
"281","21NYDECA_WQX-8521","41.080496","-73.713759","2021-08-24","21NYDECA_WQX",NA,NA,NA,110,18,NA,NA,NA,0,NA,18,0,NA,280,41,1100,NA,NA,140,NA,320,3.8,650,0,40,NA,NA,NA,NA,330,NA,NA,NA,NA
"282","21NYDECA_WQX-8523","41.067479","-73.717583","2021-04-21","21NYDECA_WQX",NA,NA,NA,39,0,NA,NA,NA,0,NA,0,0,NA,17,0,8.3,NA,NA,4.3,NA,16,0,42,0,0,NA,NA,NA,NA,27,NA,NA,NA,NA
"283","21NYDECA_WQX-8523","41.067479","-73.717583","2021-08-24","21NYDECA_WQX",NA,NA,NA,16,0,NA,NA,NA,0,NA,0,0,NA,17,0,12,NA,NA,5.1,NA,17,0,40,0,0,NA,NA,NA,NA,23,NA,NA,NA,NA
"284","21NYDECA_WQX-8660","41.19389","-73.62472","2023-09-26","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,1.5,0,0,0,0,4.9,0,2.8,0,0,0,0,0,0,2.9,NA,NA,NA,NA
"285","21NYDECA_WQX-8666","41.2125","-73.55305","2023-09-26","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,2.6,0,1.1,0,0,0,0,0,0,0.91,NA,NA,NA,NA
"286","21NYDECA_WQX-874","42.264939","-77.547768","2022-08-31","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0.209,0,0,0,0,0.435,0.217,0,0,0,0,0,0,0,0.261,NA,NA,NA,NA
"287","21NYDECA_WQX-8797","40.90361","-72.76472","2023-09-27","21NYDECA_WQX",0,0,0,5.3,0,0,0,0,0,0,2.9,0,0,7,0,5.9,0,0,120,0,9.1,1.4,7.3,0,14,0,0,0,0,6,NA,NA,NA,NA
"288","21NYDECA_WQX-8799","40.72747","-73.24427","2023-09-27","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,4.8,0,0,2.6,0,13,0,7.5,0,0,0,0,0,0,6.2,NA,NA,NA,NA
"289","21NYDECA_WQX-8820","40.70454","-73.30024","2023-09-27","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0.61,0,0,3.2,0,2.3,0,0,1.3,0,9.7,0,4.8,0,0,0,0,0,0,4.9,NA,NA,NA,NA
"290","21NYDECA_WQX-889","42.10146","-76.68656","2022-09-01","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.316,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"291","21NYDECA_WQX-8916","42.623612","-73.571242","2022-07-20","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0.225,0,0,0.977,0.116,1.46,0,0,0.489,0,2.72,0.422,1.33,0,0,0,0,0,0,1.67,NA,NA,NA,NA
"292","21NYDECA_WQX-974","43.22722","-77.61639","2021-04-14","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,1.6,0,0,NA,NA,NA,NA,1.9,NA,NA,NA,NA
"293","21NYDECA_WQX-974","43.22722","-77.61639","2021-08-17","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,2,0,3.4,0,0,NA,NA,NA,NA,3.5,NA,NA,NA,NA
"294","21NYDECA_WQX-976","43.203609","-77.625736","2021-04-28","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,3.1,NA,NA,NA,NA
"295","21NYDECA_WQX-976","43.203609","-77.625736","2021-08-25","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,2.1,0,0,0,0,NA,NA,NA,NA,1.7,NA,NA,NA,NA
"296","21NYDECA_WQX-978","43.198389","-77.620746","2021-04-28","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"297","21NYDECA_WQX-978","43.198389","-77.620746","2021-08-25","21NYDECA_WQX",NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"298","21NYDECA_WQX-9830","44.29821804","-74.35877265","2023-06-29","21NYDECA_WQX",0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0.76,0,0,0,0.81,0,0,0,0,0,0,0,NA,NA,NA,NA
"299","AZDEQ_SW-SPSPR141.75_112004","31.47057","-110.10894","2025-04-23","AZDEQ_SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
"300","AZDEQ_SW-SRCHE000.01_112011","33.91355","-110.90587","2025-05-29","AZDEQ_SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
"301","AZDEQ_SW-UGSFR033.99_111997","33.20795","-109.1521","2025-05-13","AZDEQ_SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
"302","AZDEQ_SW-VRWBV006.38_112012","34.645914","-111.7533521","2025-05-28","AZDEQ_SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
"303","CEDEN-200PPCPCL","37.4764","-122.124","2009-12-10","CEDEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.2,7.89,44.3
